Class,CreatedAt,Count
AMPLIFIER,2012-09-30 00:00:00+00:00,121
AMPLIFIER,2012-10-31 00:00:00+00:00,122
AMPLIFIER,2012-11-30 00:00:00+00:00,113
AMPLIFIER,2012-12-31 00:00:00+00:00,109
AMPLIFIER,2013-01-31 00:00:00+00:00,125
AMPLIFIER,2013-02-28 00:00:00+00:00,111
AMPLIFIER,2013-03-31 00:00:00+00:00,134
AMPLIFIER,2013-04-30 00:00:00+00:00,99
AMPLIFIER,2013-05-31 00:00:00+00:00,108
AMPLIFIER,2013-06-30 00:00:00+00:00,108
AMPLIFIER,2013-07-31 00:00:00+00:00,68
AMPLIFIER,2013-08-31 00:00:00+00:00,79
AMPLIFIER,2013-09-30 00:00:00+00:00,94
AMPLIFIER,2013-10-31 00:00:00+00:00,93
AMPLIFIER,2013-11-30 00:00:00+00:00,117
AMPLIFIER,2013-12-31 00:00:00+00:00,95
AMPLIFIER,2014-01-31 00:00:00+00:00,109
AMPLIFIER,2014-02-28 00:00:00+00:00,108
AMPLIFIER,2014-03-31 00:00:00+00:00,127
AMPLIFIER,2014-04-30 00:00:00+00:00,118
AMPLIFIER,2014-05-31 00:00:00+00:00,135
AMPLIFIER,2014-06-30 00:00:00+00:00,110
AMPLIFIER,2014-07-31 00:00:00+00:00,113
AMPLIFIER,2014-08-31 00:00:00+00:00,91
AMPLIFIER,2014-09-30 00:00:00+00:00,91
AMPLIFIER,2014-10-31 00:00:00+00:00,112
AMPLIFIER,2014-11-30 00:00:00+00:00,113
AMPLIFIER,2014-12-31 00:00:00+00:00,132
AMPLIFIER,2015-01-31 00:00:00+00:00,204
AMPLIFIER,2015-02-28 00:00:00+00:00,237
AMPLIFIER,2015-03-31 00:00:00+00:00,164
AMPLIFIER,2015-04-30 00:00:00+00:00,141
AMPLIFIER,2015-05-31 00:00:00+00:00,109
AMPLIFIER,2015-06-30 00:00:00+00:00,225
AMPLIFIER,2015-07-31 00:00:00+00:00,260
AMPLIFIER,2015-08-31 00:00:00+00:00,99
AMPLIFIER,2015-09-30 00:00:00+00:00,150
AMPLIFIER,2015-10-31 00:00:00+00:00,124
AMPLIFIER,2015-11-30 00:00:00+00:00,131
AMPLIFIER,2015-12-31 00:00:00+00:00,118
AMPLIFIER,2016-01-31 00:00:00+00:00,111
AMPLIFIER,2016-02-29 00:00:00+00:00,105
AMPLIFIER,2016-03-31 00:00:00+00:00,112
AMPLIFIER,2016-04-30 00:00:00+00:00,108
AMPLIFIER,2016-05-31 00:00:00+00:00,125
AMPLIFIER,2016-06-30 00:00:00+00:00,118
AMPLIFIER,2016-07-31 00:00:00+00:00,101
AMPLIFIER,2016-08-31 00:00:00+00:00,90
AMPLIFIER,2016-09-30 00:00:00+00:00,98
AMPLIFIER,2016-10-31 00:00:00+00:00,100
AMPLIFIER,2016-11-30 00:00:00+00:00,94
AMPLIFIER,2016-12-31 00:00:00+00:00,97
AMPLIFIER,2017-01-31 00:00:00+00:00,123
AMPLIFIER,2017-02-28 00:00:00+00:00,126
AMPLIFIER,2017-03-31 00:00:00+00:00,163
AMPLIFIER,2017-04-30 00:00:00+00:00,187
AMPLIFIER,2017-05-31 00:00:00+00:00,154
AMPLIFIER,2017-06-30 00:00:00+00:00,119
AMPLIFIER,2017-07-31 00:00:00+00:00,133
AMPLIFIER,2017-08-31 00:00:00+00:00,105
AMPLIFIER,2017-09-30 00:00:00+00:00,98
AMPLIFIER,2017-10-31 00:00:00+00:00,117
AMPLIFIER,2017-11-30 00:00:00+00:00,144
AMPLIFIER,2017-12-31 00:00:00+00:00,115
AMPLIFIER,2018-01-31 00:00:00+00:00,195
AMPLIFIER,2018-02-28 00:00:00+00:00,194
AMPLIFIER,2018-03-31 00:00:00+00:00,166
AMPLIFIER,2018-04-30 00:00:00+00:00,127
AMPLIFIER,2018-05-31 00:00:00+00:00,132
AMPLIFIER,2018-06-30 00:00:00+00:00,144
AMPLIFIER,2018-07-31 00:00:00+00:00,163
AMPLIFIER,2018-08-31 00:00:00+00:00,155
AMPLIFIER,2018-09-30 00:00:00+00:00,169
AMPLIFIER,2018-10-31 00:00:00+00:00,165
AMPLIFIER,2018-11-30 00:00:00+00:00,167
AMPLIFIER,2018-12-31 00:00:00+00:00,194
AMPLIFIER,2019-01-31 00:00:00+00:00,251
INFLUENCER,2007-06-30 00:00:00+00:00,1
INFLUENCER,2007-07-31 00:00:00+00:00,1
INFLUENCER,2007-08-31 00:00:00+00:00,0
INFLUENCER,2007-09-30 00:00:00+00:00,0
INFLUENCER,2007-10-31 00:00:00+00:00,1
INFLUENCER,2007-11-30 00:00:00+00:00,3
INFLUENCER,2007-12-31 00:00:00+00:00,0
INFLUENCER,2008-01-31 00:00:00+00:00,2
INFLUENCER,2008-02-29 00:00:00+00:00,1
INFLUENCER,2008-03-31 00:00:00+00:00,1
INFLUENCER,2008-04-30 00:00:00+00:00,2
INFLUENCER,2008-05-31 00:00:00+00:00,5
INFLUENCER,2008-06-30 00:00:00+00:00,0
INFLUENCER,2008-07-31 00:00:00+00:00,2
INFLUENCER,2008-08-31 00:00:00+00:00,0
INFLUENCER,2008-09-30 00:00:00+00:00,1
INFLUENCER,2008-10-31 00:00:00+00:00,3
INFLUENCER,2008-11-30 00:00:00+00:00,5
INFLUENCER,2008-12-31 00:00:00+00:00,5
INFLUENCER,2009-01-31 00:00:00+00:00,15
INFLUENCER,2009-02-28 00:00:00+00:00,10
INFLUENCER,2009-03-31 00:00:00+00:00,10
INFLUENCER,2009-04-30 00:00:00+00:00,19
INFLUENCER,2009-05-31 00:00:00+00:00,13
INFLUENCER,2009-06-30 00:00:00+00:00,11
INFLUENCER,2009-07-31 00:00:00+00:00,9
INFLUENCER,2009-08-31 00:00:00+00:00,8
INFLUENCER,2009-09-30 00:00:00+00:00,12
INFLUENCER,2009-10-31 00:00:00+00:00,12
INFLUENCER,2009-11-30 00:00:00+00:00,11
INFLUENCER,2009-12-31 00:00:00+00:00,2
INFLUENCER,2010-01-31 00:00:00+00:00,7
INFLUENCER,2010-02-28 00:00:00+00:00,8
INFLUENCER,2010-03-31 00:00:00+00:00,12
INFLUENCER,2010-04-30 00:00:00+00:00,13
INFLUENCER,2010-05-31 00:00:00+00:00,5
INFLUENCER,2010-06-30 00:00:00+00:00,3
INFLUENCER,2010-07-31 00:00:00+00:00,4
INFLUENCER,2010-08-31 00:00:00+00:00,3
INFLUENCER,2010-09-30 00:00:00+00:00,9
