Type,CreatedAt,Count
QUOTE,2016-04-30 00:00:00+00:00,33
QUOTE,2016-05-31 00:00:00+00:00,30
QUOTE,2016-06-30 00:00:00+00:00,33
QUOTE,2016-07-31 00:00:00+00:00,22
QUOTE,2016-08-31 00:00:00+00:00,38
QUOTE,2016-09-30 00:00:00+00:00,14
QUOTE,2016-10-31 00:00:00+00:00,21
QUOTE,2016-11-30 00:00:00+00:00,18
QUOTE,2016-12-31 00:00:00+00:00,54
QUOTE,2017-01-31 00:00:00+00:00,39
QUOTE,2017-02-28 00:00:00+00:00,71
QUOTE,2017-03-31 00:00:00+00:00,41
QUOTE,2017-04-30 00:00:00+00:00,37
QUOTE,2017-05-31 00:00:00+00:00,48
QUOTE,2017-06-30 00:00:00+00:00,43
QUOTE,2017-07-31 00:00:00+00:00,38
QUOTE,2017-08-31 00:00:00+00:00,24
QUOTE,2017-09-30 00:00:00+00:00,22
QUOTE,2017-10-31 00:00:00+00:00,35
QUOTE,2017-11-30 00:00:00+00:00,24
QUOTE,2017-12-31 00:00:00+00:00,17
QUOTE,2018-01-31 00:00:00+00:00,24
QUOTE,2018-02-28 00:00:00+00:00,125
QUOTE,2018-03-31 00:00:00+00:00,59
QUOTE,2018-04-30 00:00:00+00:00,24
QUOTE,2018-05-31 00:00:00+00:00,42
QUOTE,2018-06-30 00:00:00+00:00,50
QUOTE,2018-07-31 00:00:00+00:00,50
QUOTE,2018-08-31 00:00:00+00:00,82
QUOTE,2018-09-30 00:00:00+00:00,58
QUOTE,2018-10-31 00:00:00+00:00,68
QUOTE,2018-11-30 00:00:00+00:00,28
QUOTE,2018-12-31 00:00:00+00:00,51
QUOTE,2019-01-31 00:00:00+00:00,142
QUOTE,2019-02-28 00:00:00+00:00,436
QUOTE,2019-03-31 00:00:00+00:00,212
QUOTE,2019-04-30 00:00:00+00:00,55
QUOTE,2019-05-31 00:00:00+00:00,211
REPLY,2007-03-31 00:00:00+00:00,1
REPLY,2007-04-30 00:00:00+00:00,2
REPLY,2007-05-31 00:00:00+00:00,0
REPLY,2007-06-30 00:00:00+00:00,1
REPLY,2007-07-31 00:00:00+00:00,0
REPLY,2007-08-31 00:00:00+00:00,5
REPLY,2007-09-30 00:00:00+00:00,1
REPLY,2007-10-31 00:00:00+00:00,1
REPLY,2007-11-30 00:00:00+00:00,1
REPLY,2007-12-31 00:00:00+00:00,4
REPLY,2008-01-31 00:00:00+00:00,7
REPLY,2008-02-29 00:00:00+00:00,8
REPLY,2008-03-31 00:00:00+00:00,2
REPLY,2008-04-30 00:00:00+00:00,40
REPLY,2008-05-31 00:00:00+00:00,8
REPLY,2008-06-30 00:00:00+00:00,17
REPLY,2008-07-31 00:00:00+00:00,16
REPLY,2008-08-31 00:00:00+00:00,14
REPLY,2008-09-30 00:00:00+00:00,2
REPLY,2008-10-31 00:00:00+00:00,6
REPLY,2008-11-30 00:00:00+00:00,18
REPLY,2008-12-31 00:00:00+00:00,67
REPLY,2009-01-31 00:00:00+00:00,28
REPLY,2009-02-28 00:00:00+00:00,102
REPLY,2009-03-31 00:00:00+00:00,97
REPLY,2009-04-30 00:00:00+00:00,199
REPLY,2009-05-31 00:00:00+00:00,221
REPLY,2009-06-30 00:00:00+00:00,155
REPLY,2009-07-31 00:00:00+00:00,133
REPLY,2009-08-31 00:00:00+00:00,171
REPLY,2009-09-30 00:00:00+00:00,158
REPLY,2009-10-31 00:00:00+00:00,84
REPLY,2009-11-30 00:00:00+00:00,97
REPLY,2009-12-31 00:00:00+00:00,80
REPLY,2010-01-31 00:00:00+00:00,129
REPLY,2010-02-28 00:00:00+00:00,132
REPLY,2010-03-31 00:00:00+00:00,137
REPLY,2010-04-30 00:00:00+00:00,131
REPLY,2010-05-31 00:00:00+00:00,112
REPLY,2010-06-30 00:00:00+00:00,73
REPLY,2010-07-31 00:00:00+00:00,107
REPLY,2010-08-31 00:00:00+00:00,80
REPLY,2010-09-30 00:00:00+00:00,185
REPLY,2010-10-31 00:00:00+00:00,101
REPLY,2010-11-30 00:00:00+00:00,149
REPLY,2010-12-31 00:00:00+00:00,95
REPLY,2011-01-31 00:00:00+00:00,212
REPLY,2011-02-28 00:00:00+00:00,316
REPLY,2011-03-31 00:00:00+00:00,205
REPLY,2011-04-30 00:00:00+00:00,171
