Class,CreatedAt,Count
UNKNOWN,2012-03-31 00:00:00+00:00,26
UNKNOWN,2012-04-30 00:00:00+00:00,0
UNKNOWN,2012-05-31 00:00:00+00:00,6
UNKNOWN,2012-06-30 00:00:00+00:00,4
UNKNOWN,2012-07-31 00:00:00+00:00,0
UNKNOWN,2012-08-31 00:00:00+00:00,2
UNKNOWN,2012-09-30 00:00:00+00:00,19
UNKNOWN,2012-10-31 00:00:00+00:00,0
UNKNOWN,2012-11-30 00:00:00+00:00,2
UNKNOWN,2012-12-31 00:00:00+00:00,5
UNKNOWN,2013-01-31 00:00:00+00:00,32
UNKNOWN,2013-02-28 00:00:00+00:00,14
UNKNOWN,2013-03-31 00:00:00+00:00,2
UNKNOWN,2013-04-30 00:00:00+00:00,4
UNKNOWN,2013-05-31 00:00:00+00:00,0
UNKNOWN,2013-06-30 00:00:00+00:00,7
UNKNOWN,2013-07-31 00:00:00+00:00,0
UNKNOWN,2013-08-31 00:00:00+00:00,0
UNKNOWN,2013-09-30 00:00:00+00:00,14
UNKNOWN,2013-10-31 00:00:00+00:00,0
UNKNOWN,2013-11-30 00:00:00+00:00,1
UNKNOWN,2013-12-31 00:00:00+00:00,27
UNKNOWN,2014-01-31 00:00:00+00:00,11
UNKNOWN,2014-02-28 00:00:00+00:00,0
UNKNOWN,2014-03-31 00:00:00+00:00,199
UNKNOWN,2014-04-30 00:00:00+00:00,0
UNKNOWN,2014-05-31 00:00:00+00:00,21
UNKNOWN,2014-06-30 00:00:00+00:00,53
UNKNOWN,2014-07-31 00:00:00+00:00,22
UNKNOWN,2014-08-31 00:00:00+00:00,1
